idempresa,Año,mes,idpozo,prod_pet,prod_gas,prod_agua,iny_agua,iny_gas,tef,tipoextraccion,tipoestado,tipopozo,fechaingreso,idusuario,empresa,sigla,formprod,profundidad,formacion,idareapermisoconcesion,areapermisoconcesion,idareayacimiento,areayacimiento,cuenca,provincia,coordenadax,coordenaday,tipo_de_recurso,proyecto,clasificacion,subclasificacion,sub_tipo_recurso,fecha_data
CGC,2012,1,131975,0,0,0,0,0,0,Sin Sistema de Extracción,En Estudio,Gasífero,2012-02-08 15:55:14.191142,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.RN.ALH.x-1,QTUC,1750,quintuco,ATUR,ANGOSTURA,ATUR,ANGOSTURA,NEUQUINA,Rio Negro,-6.759.900.104,-3.832.923.346,NO CONVENCIONAL,GAS PLUS,EXPLORACION,EXPLORACION,TIGHT,31/01/2012
CGC,2017,1,155278,30.420,727.235,22.386,0.000,0.000,31.000,Surgencia Natural,Extracción Efectiva,Gasífero,2017-02-09 17:12:09.143765,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-49,MAGA,1552,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.065.396,-5.079.621,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/01/2017
CGC,2016,1,129725,20.484,512.313,14.293,0.000,0.000,31.000,Surgencia Natural,Extracción Efectiva,Gasífero,2016-02-12 16:35:44.647866,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,PBE.SC.ACIE.a-1002,MAGA,1573,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.062.412.023,-5.075.597.338,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,AVANZADA,TIGHT,31/01/2016
CGC,2020,1,157922,13.867,386.375,58.411,0.000,0.000,31.000,Surgencia Natural,Extracción Efectiva,Gasífero,2020-02-14 15:39:51.796939,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.CCA.CI-42(d),MAGA,1620.5,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.069.347,-5.079.826,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/01/2020
CGC,2012,1,135318,0,0,0,0,0,0,Sin Sistema de Extracción,En Estudio,Gasífero,2012-02-08 15:55:14.191142,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.RN.ALH.x-3,QTUC,1457,quintuco,ATUR,ANGOSTURA,ATUR,ANGOSTURA,NEUQUINA,Rio Negro,-6.759.329.858,-3.833.015.622,NO CONVENCIONAL,GAS PLUS,EXPLORACION,EXPLORACION,TIGHT,31/01/2012
CGC,2018,1,158021,6.057,902.915,10.428,0.000,0.000,25.438,Surgencia Natural,Extracción Efectiva,Gasífero,2018-02-19 16:55:15.499104,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.EC-1009(d),MAGA,1852,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,ECE,EL CERRITO               ,AUSTRAL,Santa Cruz,-7.014.859,-5.064.393,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/01/2018
CGC,2016,1,128055,15.437,387.386,10.787,0.000,0.000,31.000,Surgencia Natural,Extracción Efectiva,Gasífero,2016-02-12 16:35:44.647866,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,PBE.SC.ACIE.a-1001,MAGA,1560,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.063.543.447,-5.078.609.723,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,AVANZADA,TIGHT,31/01/2016
CGC,2017,1,128055,11.984,284.924,8.722,0.000,0.000,31.000,Surgencia Natural,Extracción Efectiva,Gasífero,2017-02-09 17:12:09.143765,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,PBE.SC.ACIE.a-1001,MAGA,1560,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.063.543.447,-5.078.609.723,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,AVANZADA,TIGHT,31/01/2017
CGC,2012,1,135319,0,0,0,0,0,0,Sin Sistema de Extracción,En Estudio,Gasífero,2012-02-08 15:55:14.191142,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.RN.ALH.x-4,QTUC,1551,quintuco,ATUR,ANGOSTURA,ATUR,ANGOSTURA,NEUQUINA,Rio Negro,-6.760.221.694,-3.832.307.553,NO CONVENCIONAL,GAS PLUS,EXPLORACION,EXPLORACION,TIGHT,31/01/2012
CGC,2020,1,161496,0.000,0.000,0.000,0.000,0.000,0.000,Sin Sistema de Extracción,En Estudio,Gasífero,2020-02-14 17:01:51.08715,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-1018,MAGA,1518,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,CINA,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.071.005,-5.071.771,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/01/2020
CGC,2016,1,145002,0.000,0.000,0.000,0.000,0.000,0.000,Sin Sistema de Extracción,Otras Situación Inactivo,Petrolífero,2016-02-12 16:35:44.647866,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,PBE.SCA.EaC.a-2,SPRI,3400,springhill,PPT,PUESTO PETER,ESTC,ESTANCIA CAMPOS,AUSTRAL,Santa Cruz,-7.083.313.302,-5.085.118.532,NO CONVENCIONAL,Sin Proyecto,EXPLORACION,EXPLORACION,,31/01/2016
CGC,2018,1,158020,18.392,1.050.710,58.465,0.000,0.000,24.410,Surgencia Natural,Extracción Efectiva,Gasífero,2018-02-19 16:55:15.499104,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.EC-1006(d),MAGA,1728,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,ECE,EL CERRITO               ,AUSTRAL,Santa Cruz,-7.014.856,-5.064.386,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/01/2018
CGC,2013,1,135319,1,197.7,4.3,0,0,28,Surgencia Natural,Extracción Efectiva,Gasífero,2013-02-21 16:32:34.392934,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.RN.ALH.x-4,QTUC,1551,quintuco,ATUR,ANGOSTURA,ATUR,ANGOSTURA,NEUQUINA,Rio Negro,-6.760.221.694,-3.832.307.553,NO CONVENCIONAL,GAS PLUS,EXPLORACION,EXPLORACION,TIGHT,31/01/2013
CGC,2017,1,129725,8.817,208.133,6.252,0.000,0.000,28.156,Surgencia Natural,Extracción Efectiva,Gasífero,2017-02-09 17:12:09.143765,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,PBE.SC.ACIE.a-1002,MAGA,1573,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.062.412.023,-5.075.597.338,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,AVANZADA,TIGHT,31/01/2017
CGC,2016,1,131975,1.012,4.542.914,24.472,0,0,31,Surgencia Natural,Extracción Efectiva,Gasífero,2016-02-12 16:57:03.54263,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.RN.ALH.x-1,QTUC,1750,quintuco,ATUR,ANGOSTURA,ATUR,ANGOSTURA,NEUQUINA,Rio Negro,-6.759.900.104,-3.832.923.346,NO CONVENCIONAL,GAS PLUS,EXPLORACION,EXPLORACION,TIGHT,31/01/2016
CGC,2020,1,158943,0.000,0.000,0.000,0.000,0.000,0.000,Surgencia Natural,En Estudio,Gasífero,2020-02-14 15:39:51.796939,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-1006,MAGA,1600,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.074.743,-5.075.437,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/01/2020
CGC,2010,1,131975,0,0,0,0,0,0,Sin Sistema de Extracción,En Estudio,Gasífero,2010-02-16 09:58:20.281858,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.RN.ALH.x-1,QTUC,1750,quintuco,ATUR,ANGOSTURA,ATUR,ANGOSTURA,NEUQUINA,Rio Negro,-6.759.900.104,-3.832.923.346,NO CONVENCIONAL,GAS PLUS,EXPLORACION,EXPLORACION,TIGHT,31/01/2010
CGC,2018,1,157729,24.897,721.726,19.110,0.000,0.000,30.542,Surgencia Natural,Extracción Efectiva,Gasífero,2018-02-19 16:55:15.499104,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-62(d),MAGA,1600,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.065.014,-5.078.624,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/01/2018
CGC,2016,1,135216,0.000,0.000,0.000,0.000,0.000,0.000,Sin Sistema de Extracción,En Estudio,Petrolífero,2016-02-12 16:35:44.647866,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,PBE.SC.AEC.xp-1005 ,MAGA,3700,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,ECE,EL CERRITO               ,AUSTRAL,Santa Cruz,-7.115.329.716,-5.066.249.322,NO CONVENCIONAL,Sin Proyecto,EXPLORACION,EXPLORATORIO PROFUNDO,TIGHT,31/01/2016
CGC,2017,1,73804,13.440,1.606.362,9.989,0.000,0.000,31.000,Surgencia Natural,Extracción Efectiva,Gasífero,2017-02-09 17:12:09.143765,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,Q.SC.AEC.x-1,MAGA,3655,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,ECE,EL CERRITO               ,AUSTRAL,Santa Cruz,-711.393.333.333.333,-506.528.055.555.556,NO CONVENCIONAL,Sin Proyecto,EXPLORACION,EXPLORACION,TIGHT,31/01/2017
CGC,2015,1,135319,1.2,200.9,1.6,0,0,31,Surgencia Natural,Extracción Efectiva,Gasífero,2015-02-11 15:42:38.841649,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.RN.ALH.x-4,QTUC,1551,quintuco,ATUR,ANGOSTURA,ATUR,ANGOSTURA,NEUQUINA,Rio Negro,-6.760.221.694,-3.832.307.553,NO CONVENCIONAL,GAS PLUS,EXPLORACION,EXPLORACION,TIGHT,31/01/2015
CGC,2020,1,159765,102.385,3.125.632,72.263,0.000,0.000,30.542,Surgencia Natural,Extracción Efectiva,Gasífero,2020-02-14 15:39:51.796939,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-1012,MAGA,1537,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,CINA,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.070.434,-507.263,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/01/2020
CGC,2016,1,73804,0.000,0.000,0.000,0.000,0.000,0.000,Sin Sistema de Extracción,En Estudio,Gasífero,2016-02-12 16:35:44.647866,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,Q.SC.AEC.x-1,MAGA,3655,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,ECE,EL CERRITO               ,AUSTRAL,Santa Cruz,-711.393.333.333.333,-506.528.055.555.556,NO CONVENCIONAL,Sin Proyecto,EXPLORACION,EXPLORACION,TIGHT,31/01/2016
CGC,2018,1,158615,11.540,373.748,18.484,0.000,0.000,26.500,Surgencia Natural,Extracción Efectiva,Gasífero,2018-02-19 16:55:15.499104,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-81(d),MAGA,1506,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.064.379,-5.077.367,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/01/2018
CGC,2015,1,134771,3.1,522.46,4.18,0,0,31,Surgencia Natural,Extracción Efectiva,Gasífero,2015-02-11 15:42:02.946659,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.RN.ALH.x-2,QTUC,1459,quintuco,ATUR,ANGOSTURA,ATUR,ANGOSTURA,NEUQUINA,Rio Negro,-6.758.849.814,-3.833.160.034,NO CONVENCIONAL,GAS PLUS,EXPLORACION,EXPLORACION,TIGHT,31/01/2015
CGC,2017,1,135216,27.101,931.014,36.544,0.000,0.000,31.000,Surgencia Natural,Extracción Efectiva,Petrolífero,2017-02-09 17:12:09.143765,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,PBE.SC.AEC.xp-1005 ,MAGA,3700,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,ECE,EL CERRITO               ,AUSTRAL,Santa Cruz,-7.115.329.716,-5.066.249.322,NO CONVENCIONAL,Sin Proyecto,EXPLORACION,EXPLORATORIO PROFUNDO,TIGHT,31/01/2017
CGC,2016,1,145297,0,0,0,0,0,0,Sin Sistema de Extracción,En Estudio,Petrolífero,2016-02-12 17:16:00.820699,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.RN.LB.x-1,LOMO,1700,loma montosa,ATUR,ANGOSTURA,ATUR,ANGOSTURA,NEUQUINA,Rio Negro,-67.567.152,-38.389.465,NO CONVENCIONAL,Sin Proyecto,EXPLORACION,EXPLORACION,TIGHT,31/01/2016
CGC,2020,1,160875,48.029,2.104.911,113.108,0.000,0.000,30.417,Surgencia Natural,Extracción Efectiva,Gasífero,2020-02-14 15:39:51.796939,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-1030,MAGA,1556,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,CINA,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.069.548,-5.073.193,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/01/2020
CGC,2015,1,131975,3.7,616.2,4.94,0,0,31,Surgencia Natural,Extracción Efectiva,Gasífero,2015-02-11 15:40:26.571422,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.RN.ALH.x-1,QTUC,1750,quintuco,ATUR,ANGOSTURA,ATUR,ANGOSTURA,NEUQUINA,Rio Negro,-6.759.900.104,-3.832.923.346,NO CONVENCIONAL,GAS PLUS,EXPLORACION,EXPLORACION,TIGHT,31/01/2015
CGC,2018,1,128055,8.821,230.600,5.986,0.000,0.000,31.000,Surgencia Natural,Extracción Efectiva,Gasífero,2018-02-19 16:55:15.499104,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,PBE.SC.ACIE.a-1001,MAGA,1560,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.063.543.447,-5.078.609.723,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,AVANZADA,TIGHT,31/01/2018
CGC,2016,1,135318,0,0,0,0,0,0,Sin Sistema de Extracción,En Estudio,Gasífero,2016-02-12 17:16:00.820699,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.RN.ALH.x-3,QTUC,1457,quintuco,ATUR,ANGOSTURA,ATUR,ANGOSTURA,NEUQUINA,Rio Negro,-6.759.329.858,-3.833.015.622,NO CONVENCIONAL,GAS PLUS,EXPLORACION,EXPLORACION,TIGHT,31/01/2016
CGC,2017,1,134771,0.9633,26.246.259,19.578,0,0,31,Surgencia Natural,Extracción Efectiva,Gasífero,2017-02-06 11:20:33.868463,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.RN.ALH.x-2,QTUC,1459,quintuco,ATUR,ANGOSTURA,ATUR,ANGOSTURA,NEUQUINA,Rio Negro,-6.758.849.814,-3.833.160.034,NO CONVENCIONAL,GAS PLUS,EXPLORACION,EXPLORACION,TIGHT,31/01/2017
CGC,2015,1,145297,0,0,0,0,0,0,Sin Sistema de Extracción,En Estudio,Petrolífero,2015-02-11 15:45:50.390581,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.RN.LB.x-1,LOMO,1700,loma montosa,ATUR,ANGOSTURA,ATUR,ANGOSTURA,NEUQUINA,Rio Negro,-67.567.152,-38.389.465,NO CONVENCIONAL,Sin Proyecto,EXPLORACION,EXPLORACION,TIGHT,31/01/2015
CGC,2020,1,160768,143.021,3.970.151,112.130,0.000,0.000,30.750,Surgencia Natural,Extracción Efectiva,Gasífero,2020-02-14 15:39:51.796939,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-1029(d),MAGA,1605,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,CINA,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.073.482,-507.307,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/01/2020
CGC,2019,1,157730,25.609,754.484,20.335,0.000,0.000,31.000,Surgencia Natural,Extracción Efectiva,Gasífero,2019-02-18 15:35:08.071265,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-63(d),MAGA,1600,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.065.016,-5.078.627,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/01/2019
CGC,2018,1,158616,57.288,1.346.946,70.904,0.000,0.000,31.000,Surgencia Natural,Extracción Efectiva,Gasífero,2018-02-19 16:55:15.499104,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-82(d),MAGA,1515,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-706.438,-5.077.271,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/01/2018
CGC,2015,1,135318,0,0,0,0,0,0,Sin Sistema de Extracción,En Estudio,Gasífero,2015-02-11 15:45:50.390581,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.RN.ALH.x-3,QTUC,1457,quintuco,ATUR,ANGOSTURA,ATUR,ANGOSTURA,NEUQUINA,Rio Negro,-6.759.329.858,-3.833.015.622,NO CONVENCIONAL,GAS PLUS,EXPLORACION,EXPLORACION,TIGHT,31/01/2015
CGC,2017,1,131975,11.362,30.957.126,23.092,0,0,31,Surgencia Natural,Extracción Efectiva,Gasífero,2017-02-06 11:19:56.188298,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.RN.ALH.x-1,QTUC,1750,quintuco,ATUR,ANGOSTURA,ATUR,ANGOSTURA,NEUQUINA,Rio Negro,-6.759.900.104,-3.832.923.346,NO CONVENCIONAL,GAS PLUS,EXPLORACION,EXPLORACION,TIGHT,31/01/2017
CGC,2019,1,159764,72.608,2.886.210,68.977,0.000,0.000,31.000,Surgencia Natural,Extracción Efectiva,Gasífero,2019-02-18 15:35:08.071265,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-1010(h),MAGA,2830,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,CINA,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.066.582,-5.073.092,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/01/2019
CGC,2020,1,159909,81.717,2.310.686,18.403,0.000,0.000,31.000,Surgencia Natural,Extracción Efectiva,Gasífero,2020-02-14 15:39:51.796939,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-1013,MAGA,1548,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,CINA,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.071.323,-507.462,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/01/2020
CGC,2023,1,161495,0.000,0.000,0.000,0.000,0.000,0.000,Sin Sistema de Extracción,En Estudio,Otro tipo,2023-02-08 13:42:43.457729,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-1017,MAGA,1552,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,CINA,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.074.465,-5.072.373,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/01/2023
CGC,2018,1,157730,32.443,886.561,23.713,0.000,0.000,30.542,Surgencia Natural,Extracción Efectiva,Gasífero,2018-02-19 16:55:15.499104,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-63(d),MAGA,1600,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.065.016,-5.078.627,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/01/2018
CGC,2019,1,159916,31.865,32.823,30.250,0.000,0.000,30.479,Surgencia Natural,Extracción Efectiva,Gasífero,2019-02-18 15:35:08.071265,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-1011(d),MAGA,1620,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,CINA,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.066.579,-5.073.085,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/01/2019
CGC,2017,1,135319,0.3705,10.094.715,0.753,0,0,31,Surgencia Natural,Extracción Efectiva,Gasífero,2017-02-06 11:21:10.402732,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.RN.ALH.x-4,QTUC,1551,quintuco,ATUR,ANGOSTURA,ATUR,ANGOSTURA,NEUQUINA,Rio Negro,-6.760.221.694,-3.832.307.553,NO CONVENCIONAL,GAS PLUS,EXPLORACION,EXPLORACION,TIGHT,31/01/2017
CGC,2023,1,162059,10.652,2.626.754,333.168,0.000,0.000,30.750,Surgencia Natural,Extracción Efectiva,Gasífero,2023-02-08 13:42:43.457729,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.ECO-12(h),MAGA,2927,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,ECO,EL CERRITO OESTE,AUSTRAL,Santa Cruz,-7.120.281,-5.062.213,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/01/2023
CGC,2020,1,160566,54.792,1.477.979,42.707,0.000,0.000,31.000,Surgencia Natural,Extracción Efectiva,Gasífero,2020-02-14 15:39:51.796939,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-1019,MAGA,1555,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,CINA,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.068.056,-5.072.941,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/01/2020
CGC,2019,1,157922,9.062,347.408,19.394,0.000,0.000,25.167,Surgencia Natural,Extracción Efectiva,Gasífero,2019-02-18 15:35:08.071265,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.CCA.CI-42(d),MAGA,1620.5,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.069.347,-5.079.826,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/01/2019
CGC,2018,1,158607,17.786,565.530,29.769,0.000,0.000,26.500,Surgencia Natural,Extracción Efectiva,Gasífero,2018-02-19 16:55:15.499104,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-80(d),MAGA,1513,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.064.378,-5.077.364,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/01/2018
CGC,2023,1,159920,33.827,837.446,20.561,0.000,0.000,29.802,Surgencia Natural,Extracción Efectiva,Gasífero,2023-02-08 13:42:43.457729,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-1016,MAGA,1537,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,CINA,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.071.734,-5.076.214,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/01/2023
CGC,2020,1,159920,66.318,2.648.871,26.352,0.000,0.000,31.000,Surgencia Natural,Extracción Efectiva,Gasífero,2020-02-14 15:39:51.796939,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-1016,MAGA,1537,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,CINA,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.071.734,-5.076.214,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/01/2020
CGC,2019,1,158943,0.000,0.000,0.000,0.000,0.000,0.000,Surgencia Natural,En Estudio,Gasífero,2019-02-18 15:35:08.071265,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-1006,MAGA,1600,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.074.743,-5.075.437,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/01/2019
CGC,2018,1,158693,171.591,6.230.381,477.722,0.000,0.000,30.417,Surgencia Natural,Extracción Efectiva,Gasífero,2018-02-19 16:55:15.499104,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-66(h),MAGA,2900,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,INDI,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.063.632,-5.076.118,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,DESARROLLO,TIGHT,31/01/2018
CGC,2023,1,160410,24.258,495.271,31.395,0.000,0.000,30.344,Surgencia Natural,Extracción Efectiva,Gasífero,2023-02-08 13:42:43.457729,357,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,CGC.SCA.CI-1015,MAGA,1535,magallanes,CIEC,CAMPO INDIO ESTE - EL CERRITO ,CINA,CAMPO INDIO,AUSTRAL,Santa Cruz,-7.072.612,-5.073.792,NO CONVENCIONAL,Sin Proyecto,EXPLOTACION,AVANZADA,TIGHT,31/01/2023
